!ENTRY_AC	AC
IPR002425	00260+1.1.1.1
IPR016204	00260+1.1.1.3
IPR012080	00260+1.2.1.11
IPR000319	00260+1.2.1.11
IPR006277	00260+1.5.3.1
IPR006258	00260+1.8.1.4
IPR022903	00260+2.1.2.10
IPR015118	00260+2.3.1.37
IPR004533	00260+2.7.8.8
IPR026260	00260+4.2.3.1
IPR004643	00260+4.3.1.17
IPR005787	00260+4.3.1.19
IPR011304	00270+1.1.1.27
IPR016204	00270+1.1.1.3
IPR012080	00270+1.2.1.11
IPR000319	00270+1.2.1.11
IPR011534	00270+1.2.1.11
IPR017198	00270+2.1.1.37
IPR018117	00270+2.1.1.37
IPR005697	00270+2.3.1.46
IPR030668	00270+2.5.1.16
IPR011821	00270+2.5.1.48
IPR001341	00270+2.7.2.4
IPR016067	00270+4.1.1.50
IPR005857	00270+4.2.1.22
IPR017717	00270+5.3.2.5
IPR012806	00280+2.3.1.16
IPR012805	00280+2.3.1.16
IPR015761	00280+2.3.1.168
IPR005785	00280+2.6.1.42
IPR005786	00280+2.6.1.42
IPR004608	00280+5.4.99.2
IPR006098	00280+5.4.99.2
IPR000138	00281+4.1.3.4
IPR005675	00290+2.3.1.182
IPR005786	00290+2.6.1.42
IPR012235	00290+4.2.1.33
IPR027281	00300+1.5.1.7
IPR006176	00310+4.2.1.17+1.1.1.35
IPR012775	00310+1.14.11.1
IPR016569	00310+2.1.1.43
IPR013257	00310+2.1.1.43
IPR025778	00310+2.1.1.43
IPR024636	00310+2.1.1.43
IPR005932	00330+1.2.1.88
IPR024090	00330+1.5.5.2+1.2.1.88
IPR015659	00330+1.5.5.2
IPR010167	00330+2.3.1.1
IPR016117	00330+2.3.1.35+2.3.1.1
IPR007041	00330+2.3.1.109
IPR010169	00330+3.5.1.16
IPR017951	00330+3.5.1.5
IPR029754	00330+3.5.1.5
IPR023694	00330+3.5.3.11
IPR027568	00330+4.1.1.17
IPR018167	00330+4.1.1.50
IPR018166	00330+4.1.1.50
IPR017716	00330+4.1.1.50
IPR005730	00330+4.1.1.96
IPR029419	00330+4.3.2.1
IPR005766	00332+1.2.1.41+2.7.2.11
IPR020593	00332+1.2.1.41
IPR007044	00340+2.1.2.5
IPR011809	00340+3.1.3.15
IPR010140	00340+3.1.3.15
IPR002496	00340+3.5.4.19
IPR023019	00340+3.6.1.31+3.5.4.19
IPR016106	00340+4.1.1.22
IPR006063	00340+5.3.1.16
IPR016216	00350+1.14.18.1
IPR005957	00350+2.6.1.5
IPR011715	00350+2.6.1.5
IPR029610	00360+1.11.1.7
IPR029599	00360+1.11.1.7
IPR023712	00360+1.14.12.19
IPR015426	00360+1.2.1.10
IPR000796	00360+2.6.1.1
IPR023719	00360+3.5.1.4
IPR012425	00360+4.1.3.39
IPR012802	00360+4.2.1.17
IPR005922	00360+4.3.1.24
IPR011968	00360+5.3.3.18
IPR011880	00360+6.2.1.30
IPR012801	00361+1.13.11.1
IPR023489	00361+3.8.1.5
IPR014159	00362+1.13.11.8
IPR004232	00364+4.2.1.84
IPR000763	00380+1.11.1.21
IPR018028	00380+1.11.1.6
IPR024711	00380+1.11.1.6
IPR027545	00380+1.14.13.9
IPR014313	00380+1.2.3.1
IPR023719	00380+3.5.1.4
IPR017765	00380+4.1.1.74
IPR003168	00380+4.2.1.84
IPR018141	00380+4.2.1.84
IPR011342	00400+1.1.1.25
IPR003099	00400+1.3.1.12
IPR002812	00400+1.4.1.24
IPR014187	00010+1.1.1.1
IPR004660	00010+1.2.4.1
IPR014276	00010+2.3.1.12
IPR022672	00010+2.7.1.1
IPR022953	00010+2.7.1.11
IPR018209	00010+2.7.1.40
IPR010973	00010+2.7.1.69
IPR004720	00010+2.7.1.69
IPR013012	00010+2.7.1.69
IPR003352	00010+2.7.1.69
IPR004801	00010+2.7.1.69
IPR001576	00010+2.7.2.3
IPR015901	00010+2.7.2.3
IPR029768	00010+4.1.2.13
IPR016758	00010+5.3.1.9
IPR018189	00010+5.3.1.9
IPR011904	00010+6.2.1.1
IPR011274	00020+1.1.1.37
IPR004434	00020+1.1.1.41
IPR004790	00020+1.1.1.42
IPR001272	00020+4.1.1.49
IPR022675	00030+1.1.1.49
IPR005478	00030+2.2.1.1
IPR006002	00030+2.7.1.12
IPR011877	00030+2.7.1.15
IPR013012	00030+2.7.1.69
IPR011638	00030+2.7.1.69
IPR022528	00030+3.1.1.31
IPR005900	00030+3.1.1.31
IPR023649	00030+4.1.2.4
IPR011343	00030+4.1.2.4
IPR005949	00650+2.3.1.54
IPR000590	00650+2.3.3.10
IPR011245	00650+2.7.2.7
IPR004789	00660+2.2.1.6
IPR005811	00660+6.2.1.5
IPR003171	00670+1.5.1.20
IPR020940	00670+2.1.1.45
IPR028896	00670+2.1.2.10
IPR007044	00670+4.3.1.4+2.1.2.5
IPR013802	00670+2.1.2.5
IPR010945	00680+1.1.1.37
IPR011275	00680+1.1.1.37
IPR016101	00680+1.2.99.2
IPR004229	00680+1.4.9.1
IPR019946	00680+1.5.98.2
IPR019939	00680+2.5.1.77
IPR010115	00680+2.7.8.28
IPR003179	00680+2.8.4.1
IPR022680	00680+2.8.4.1
IPR028343	00680+3.1.3.11
IPR004464	00680+3.1.3.11
IPR014787	00680+3.1.3.3
IPR006412	00680+4.1.2.13
IPR020868	00680+4.2.1.147+4.1.2.43
IPR003830	00680+4.4.1.19
IPR005995	00680+5.4.2.12
IPR023661	00680+6.3.2.31+6.3.2.34
IPR002847	00680+6.3.2.31+6.3.2.34
IPR010945	00710+1.1.1.37
IPR006436	00710+1.2.1.59
IPR016299	00740+3.5.4.25+4.1.99.12
IPR024531	00750+1.1.1.290
IPR000659	00750+1.4.3.5
IPR022962	00760+1.6.1.1
IPR012136	00760+1.6.1.2
IPR024605	00760+1.6.1.2
IPR002504	00760+2.7.1.23
IPR014445	00760+6.3.5.1
IPR003700	00770+2.1.2.11
IPR030633	00770+3.5.2.2
IPR003721	00770+6.3.2.1
IPR011814	00780+2.1.1.197
IPR005815	00780+2.6.1.62
IPR024898	00785+2.3.1.181
IPR027526	00785+2.8.1.8
IPR027527	00785+2.8.1.8
IPR006393	00790+1.1.1.153
IPR029500	00790+1.7.1.13
IPR001952	00790+3.1.3.1
IPR006157	00790+4.1.2.25
IPR017824	00790+4.1.3.38
IPR010505	00790+4.1.99.18
IPR022469	00790+4.2.3.12
IPR022470	00790+4.2.3.12
IPR027609	00790+4.3.99.3
IPR005848	00791+3.5.1.5
IPR002026	00791+3.5.1.5
IPR012079	00830+1.1.1.1
IPR008068	00830+1.14.14.1
IPR008434	00860+1.14.13.81
IPR015896	00860+1.2.1.70
IPR005979	00860+1.3.1.33
IPR009439	00860+1.3.1.80
IPR001260	00860+1.3.3.3
IPR004572	00860+1.3.3.4
IPR022827	00860+1.3.7.3
IPR005971	00860+1.3.7.7
IPR016209	00860+1.3.7.7
IPR010246	00860+1.3.99.35
IPR023475	00860+2.1.1.196
IPR000860	00860+2.5.1.61
IPR005860	00860+4.1.1.81
IPR001015	00860+4.99.1.1
IPR025865	00860+6.6.1.2
IPR009029	00900+1.1.1.34
IPR004816	00900+1.1.1.34
IPR013746	00900+2.3.3.10
IPR016005	00900+2.7.4.2
IPR020555	00900+4.6.1.12
IPR006176	00903+4.2.1.17
IPR016636	00905+1.3.1.22
IPR013698	00909+1.14.13.132
IPR024652	00909+4.2.3.6
IPR010143	00910+1.18.6.1
IPR014280	00910+1.18.6.1
IPR024564	00910+1.18.6.1
IPR023155	00910+1.7.2.2
IPR010048	00910+1.7.99.1
IPR029263	00910+1.7.99.4
IPR022843	00910+3.5.1.49
IPR022147	00910+6.3.1.2
IPR011661	00920+1.13.11.55
IPR019911	00920+1.14.14.5
IPR015323	00920+1.8.2.3
IPR005697	00920+2.3.1.46
IPR011821	00920+2.5.1.48
IPR006239	00920+3.1.3.7
IPR015800	00950+1.4.3.21
IPR004534	00970+2.9.1.1
IPR023457	00970+6.1.1.10
IPR018285	00970+6.1.1.10
IPR015866	00970+6.1.1.11
IPR027031	00970+6.1.1.14
IPR015803	00970+6.1.1.16
IPR020751	00970+6.1.1.17
IPR020653	00970+6.1.1.2
IPR002319	00970+6.1.1.20
IPR004529	00970+6.1.1.20
IPR022918	00970+6.1.1.20
IPR005246	00970+6.1.1.27
IPR004493	00970+6.1.1.4
IPR027522	00970+6.1.1.7
IPR019499	00970+6.1.1.9
IPR004412	00970+6.3.5.7
IPR000120	00970+6.3.5.7
IPR028635	00980+1.1.1.1
IPR016292	00980+3.3.2.9
IPR028632	00982+1.1.1.1
IPR023206	00982+1.14.14.1
IPR008067	00982+1.14.14.1
IPR008071	00982+1.14.14.1
IPR003080	00982+2.5.1.18
IPR008854	00983+2.1.1.67
IPR010059	00983+2.4.2.3
IPR028579	00983+2.4.2.4
IPR005904	00983+2.4.2.8
IPR001267	00983+2.7.1.21
IPR000764	00983+2.7.1.48
IPR030633	00983+3.5.2.2
IPR006263	00983+3.5.4.5
IPR001674	00983+6.3.5.2
IPR000894	00710+4.1.1.39
IPR024681	00710+4.1.1.39
IPR006176	00720+4.2.1.17+1.1.1.35
IPR001252	00720+1.1.1.37
IPR011275	00720+1.1.1.37
IPR004436	00720+1.1.1.42
IPR005884	00720+1.3.5.4
IPR007566	00720+4.1.1.31
IPR016790	00720+4.2.1.148
IPR004406	00720+4.2.1.3
IPR024067	00720+5.4.99.2
IPR004608	00720+5.4.99.2
IPR011904	00720+6.2.1.1
IPR013650	00720+6.2.1.5
IPR022998	00730+2.5.1.3
IPR016229	00730+2.5.1.3
IPR000417	00730+2.7.1.50
IPR016966	00730+2.7.6.2
IPR022471	00730+2.8.1.7
IPR017773	00730+2.8.1.7
IPR027574	00730+3.5.99.2
IPR004080	00730+3.6.1.15
IPR021573	00730+3.6.1.15
IPR020973	00730+3.6.1.15
IPR001676	00730+3.6.1.15
IPR022120	00730+3.6.1.15
IPR000069	00730+3.6.1.15
IPR025747	00730+4.1.99.17
IPR010551	00030+5.3.1.9
IPR023689	00040+1.1.1.130
IPR028356	00040+1.1.1.22
IPR023668	00040+1.1.1.58
IPR006000	00040+2.7.1.17
IPR023942	00040+4.1.1.85
IPR000669	00051+1.1.1.17
IPR012828	00051+2.7.1.11
IPR004720	00051+2.7.1.69
IPR010975	00051+2.7.1.69
IPR003353	00051+2.7.1.69
IPR003352	00051+2.7.1.69
IPR006375	00051+2.7.7.13
IPR011289	00051+4.1.2.13
IPR000741	00051+4.1.2.13
IPR008397	00051+4.2.2.3
IPR005763	00051+5.3.1.25
IPR013452	00051+5.3.1.5
IPR020672	00051+5.3.1.6
IPR011860	00051+5.3.1.6
IPR012003	00052+2.7.1.11
IPR005926	00052+2.7.1.144
IPR004719	00052+2.7.1.69
IPR011299	00052+2.7.1.69
IPR018455	00052+2.7.1.69
IPR011300	00052+2.7.1.69
IPR023425	00052+2.7.7.12
IPR016267	00052+2.7.7.9
IPR013529	00052+3.2.1.23
IPR005928	00052+3.2.1.85
IPR011288	00052+4.1.2.40
IPR005886	00052+5.1.3.2
IPR013458	00052+5.1.3.3
IPR023689	00053+1.1.1.130
IPR010973	00053+2.7.1.69
IPR013012	00053+2.7.1.69
IPR011638	00053+2.7.1.69
IPR004702	00053+2.7.1.69
IPR004718	00053+2.7.1.69
IPR013013	00053+2.7.1.69
IPR011300	00053+2.7.1.69
IPR017653	00053+4.2.1.40
IPR023102	00061+1.1.1.100+2.3.1.85+2.3.1.39+4.2.1.59+2.3.1.41+3.1.2.14
IPR030294	00062+3.1.2.22
IPR023921	00071+1.1.1.1
IPR008067	00071+1.14.14.1
IPR008072	00071+1.14.14.1
IPR012258	00071+1.3.3.6
IPR013746	00072+2.3.3.10
IPR022612	00073+4.1.99.5
IPR013698	00100+1.14.13.132
IPR010198	00130+4.1.3.36
IPR010196	00130+4.2.1.113
IPR022485	00130+4.2.99.20
IPR023206	00140+1.14.14.1
IPR008067	00140+1.14.14.1
IPR002399	00140+1.14.15.4
IPR010934	00190+1.6.5.3
IPR008067	00591+1.14.14.1
IPR008068	00591+1.14.14.1
IPR013090	00591+3.1.1.4
IPR012079	00592+1.1.1.1
IPR001211	00592+3.1.1.4
IPR016090	00592+3.1.1.4
IPR012803	00592+4.2.1.17
IPR009410	00592+5.3.99.6
IPR007651	00600+3.1.3.4
IPR028675	00600+3.1.3.4
IPR026945	00600+3.2.1.18
IPR001944	00600+3.2.1.23
IPR019801	00600+3.2.1.23
IPR004199	00600+3.2.1.23
IPR018954	00600+3.2.1.23
IPR024462	00600+3.2.1.45
IPR002516	00603+2.4.1.69
IPR002252	00603+3.2.1.22
IPR023232	00604+3.2.1.23
IPR011275	00620+1.1.1.37
IPR027110	00620+1.2.4.1
IPR006258	00620+1.8.1.4
IPR016475	00620+2.3.1.8
IPR011076	00620+2.3.3.9
IPR001697	00620+2.7.1.40
IPR015795	00620+2.7.1.40
IPR004372	00620+2.7.2.1
IPR027147	00620+3.6.1.7
IPR020456	00620+3.6.1.7
IPR021135	00620+4.1.1.31
IPR018129	00620+4.1.1.31
IPR005930	00620+6.4.1.1
IPR000438	00620+6.4.1.2
IPR017631	00621+1.14.13.1
IPR017624	00622+1.13.11.2
IPR012799	00623+1.1.1.35
IPR010353	00623+1.14.13.7
IPR006756	00623+1.14.13.7
IPR005811	00640+6.2.1.5
IPR022950	00643+1.13.11.5
IPR024690	00643+4.2.1.84
IPR014187	00625+1.1.1.1
IPR010143	00625+1.18.6.1
IPR005977	00625+1.18.6.1
IPR006328	00625+3.8.1.2
IPR028635	00626+1.1.1.1
IPR002424	00626+1.1.1.1
IPR014159	00627+1.13.11.8
IPR006756	00627+1.14.13.7
IPR008067	00627+1.14.14.1
IPR018299	00627+3.1.3.1
IPR026263	00627+3.1.3.1
IPR008363	00627+3.1.8.1
IPR028627	00627+3.6.1.7
IPR012802	00627+4.2.1.17
IPR006108	00627+4.2.1.17
IPR006398	00630+1.1.1.60
IPR006346	00630+3.1.3.18
IPR022843	00630+3.5.1.49
IPR017444	00630+4.1.1.39
IPR026040	00630+5.3.1.22
IPR004608	00630+5.4.99.2
IPR006098	00630+5.4.99.2
IPR027303	00630+6.3.1.2
IPR008146	00630+6.3.1.2
IPR016101	00633+1.2.99.2
IPR004614	00640+2.3.1.8
IPR016475	00640+2.3.1.8
IPR024896	00640+2.7.2.15
IPR023653	00640+4.1.1.4
IPR006108	00640+4.2.1.17
IPR004608	00640+5.4.99.2
IPR012694	00640+6.2.1.17
IPR011283	00650+1.1.1.36
IPR005957	00400+2.6.1.5
IPR010110	00400+4.2.1.10+1.1.1.25+2.7.1.71+2.5.1.19+4.2.3.4
IPR006805	00400+4.1.3.27
IPR010116	00400+4.1.3.27
IPR005256	00400+4.1.3.27
IPR018508	00400+4.2.1.10
IPR001874	00400+4.2.1.10
IPR023026	00400+4.2.1.20
IPR016037	00400+4.2.3.4
IPR002658	00400+4.2.3.4
IPR001240	00400+5.3.1.24
IPR010954	00400+2.5.1.54+5.4.99.5
IPR001045	00410+2.5.1.16
IPR012147	00430+2.3.1.8
IPR002505	00430+2.3.1.8
IPR016475	00430+2.3.1.8
IPR000101	00430+2.3.2.2
IPR010107	00430+4.1.1.15
IPR012701	00440+2.7.8.37
IPR025779	00450+2.1.1.12
IPR011779	00450+2.7.7.4
IPR010075	00471+3.5.1.2
IPR000821	00473+5.1.1.1
IPR005905	00473+6.3.2.4
IPR011095	00473+6.3.2.4
IPR006114	00480+1.1.1.44
IPR019796	00480+1.1.1.49
IPR022674	00480+1.1.1.49
IPR011906	00480+1.11.1.15
IPR022915	00480+1.11.1.15
IPR013554	00480+1.17.4.1
IPR030475	00480+1.17.4.1
IPR006324	00480+1.8.1.7
IPR030668	00480+2.5.1.16
IPR003081	00480+2.5.1.18
IPR027464	00480+4.1.1.17
IPR006334	00480+6.3.2.2
IPR012819	00500+2.4.1.14
IPR012766	00500+2.4.1.15
IPR029436	00500+2.4.1.25+3.2.1.33
IPR026899	00500+2.4.1.34
IPR001312	00500+2.7.1.1
IPR010974	00500+2.7.1.69
IPR018113	00500+2.7.1.69
IPR011296	00500+2.7.1.69
IPR011301	00500+2.7.1.69
IPR004718	00500+2.7.1.69
IPR004801	00500+2.7.1.69
IPR001371	00500+3.2.1.2
IPR021792	00500+3.2.1.26
IPR000490	00500+3.2.1.39
IPR006813	00510+2.4.1.144
IPR007676	00510+2.4.99.18
IPR001860	00511+3.2.1.18
IPR016289	00511+3.2.1.96
IPR007754	00513+2.4.1.143
IPR006759	00513+2.4.1.145
IPR028357	00520+1.1.1.22
IPR027033	00520+1.14.18.2
IPR006094	00520+1.3.1.98
IPR013616	00520+2.4.1.16
IPR004835	00520+2.4.1.16
IPR019807	00520+2.7.1.1
IPR003836	00520+2.7.1.2
IPR023945	00520+2.7.1.60
IPR010974	00520+2.7.1.69
IPR011638	00520+2.7.1.69
IPR001937	00520+2.7.7.12
IPR013540	00520+3.2.1.14
IPR016305	00520+5.3.1.8
IPR005845	00520+5.4.2.10
IPR005841	00520+5.4.2.10
IPR005852	00520+5.4.2.2
IPR016657	00520+5.4.2.3
IPR005852	00521+5.4.2.2
IPR013021	00521+5.5.1.4
IPR015357	00522+2.3.1.94
IPR005888	00523+4.2.1.46
IPR015883	00531+3.2.1.52
IPR022956	00531+3.2.1.52
IPR015827	00533+2.4.1.68
IPR028684	00564+3.1.3.4
IPR008475	00564+3.1.4.3
IPR011402	00564+3.1.4.4
IPR016674	00564+3.1.4.4
IPR016090	00565+3.1.1.4
IPR016715	00565+3.1.1.47
IPR028668	00565+3.1.3.4
IPR024632	00565+3.1.4.4
IPR016674	00565+3.1.4.4
IPR013376	00590+1.11.1.9
IPR022826	00540+2.7.1.166
IPR018480	00550+2.7.8.13
IPR005762	00550+6.3.2.9
IPR023083	00561+2.3.1.15
IPR014292	00561+2.3.1.20
IPR000577	00561+2.7.1.30
IPR007651	00561+3.1.3.4
IPR006215	00561+3.2.1.22
IPR000111	00561+3.2.1.22
IPR022841	00562+2.7.1.92
IPR015047	00562+3.1.3.36
IPR014815	00562+3.1.4.11
IPR028406	00562+3.1.4.11
IPR028393	00562+3.1.4.11
IPR017767	00562+3.1.4.3
IPR023952	00562+4.2.1.44
IPR023770	00562+5.3.1.30
IPR013021	00562+5.5.1.4
IPR016205	00564+1.1.1.261
IPR023083	00564+2.3.1.15
IPR016222	00564+2.3.1.15
IPR015222	00564+2.7.7.41
IPR001445	00564+3.1.1.7
IPR008071	00590+1.14.14.1
IPR014241	00190+1.9.3.1
IPR004097	00190+3.6.1.1
IPR004131	00190+3.6.1.1
IPR015127	00190+3.6.3.10
IPR022426	00190+3.6.3.14
IPR005726	00190+3.6.3.14
IPR022425	00195+3.6.3.14
IPR019842	00230+1.7.3.3
IPR024050	00230+3.5.4.10+2.1.2.3
IPR002695	00230+3.5.4.10+2.1.2.3
IPR011269	00230+2.4.2.1
IPR011270	00230+2.4.2.1
IPR011268	00230+2.4.2.1
IPR028587	00230+2.7.4.3
IPR017665	00230+2.7.4.8
IPR019462	00230+2.7.7.6
IPR007645	00230+2.7.7.6
IPR007025	00230+2.7.7.6
IPR024728	00230+2.7.7.7
IPR004868	00230+2.7.7.7
IPR022880	00230+2.7.7.7
IPR024647	00230+2.7.7.7
IPR001126	00230+2.7.7.7
IPR022311	00230+2.7.7.7
IPR002828	00230+3.1.3.5
IPR012010	00230+3.5.1.5
IPR017129	00230+3.5.2.17+4.1.1.97
IPR020600	00230+3.5.4.10
IPR014311	00230+3.5.4.3
IPR029770	00230+3.5.4.6
IPR006329	00230+3.5.4.6
IPR029401	00230+3.6.1.13
IPR021824	00230+3.6.1.15
IPR004109	00230+3.6.1.15
IPR000752	00230+3.6.1.15
IPR027502	00230+3.6.1.19
IPR003365	00230+3.6.1.3
IPR004617	00230+3.6.1.41
IPR013539	00230+4.3.2.2
IPR007247	00230+4.3.2.3
IPR023525	00230+4.3.2.3
IPR008173	00230+4.6.1.1
IPR014106	00230+6.3.2.6
IPR023656	00230+6.3.4.23
IPR008072	00232+1.14.14.1
IPR015147	00240+1.17.4.1
IPR003669	00240+2.1.1.148
IPR011268	00240+2.4.2.1
IPR001564	00240+2.7.4.6
IPR018094	00240+2.7.4.9
IPR011773	00240+2.7.7.6
IPR007641	00240+2.7.7.6
IPR007025	00240+2.7.7.6
IPR012293	00240+2.7.7.6
IPR003716	00240+2.7.7.6
IPR023073	00240+2.7.7.7
IPR001001	00240+2.7.7.7
IPR021639	00240+2.7.7.7
IPR006054	00240+2.7.7.7
IPR004868	00240+2.7.7.7
IPR030559	00240+2.7.7.7
IPR001098	00240+2.7.7.7
IPR004475	00240+2.7.7.7
IPR022977	00240+3.2.2.8
IPR019916	00240+3.5.1.110
IPR004721	00240+3.5.2.3
IPR020922	00240+3.6.1.19
IPR014732	00240+4.1.1.23
IPR004468	00240+6.3.4.2
IPR012220	00250+1.4.1.14
IPR022518	00250+4.1.1.12+2.6.1.1
IPR019468	00250+4.3.2.2
IPR022147	00250+6.3.1.2
IPR001518	00250+6.3.4.5
IPR011763	00253+6.4.1.2
IPR011762	00254+6.4.1.2
IPR023010	00260+1.4.4.2
IPR006223	00260+2.1.2.10
IPR010961	00260+2.3.1.37
IPR006272	00260+2.6.1.52
IPR006271	00260+2.6.1.52
IPR005280	00260+2.7.1.39
IPR006654	00260+4.2.1.20
IPR018177	00270+1.1.1.27
IPR027496	00270+1.13.11.54
IPR004313	00270+1.13.11.54
IPR001525	00270+2.1.1.37
IPR006235	00270+2.5.1.49
IPR027790	00270+2.5.1.6
IPR022518	00270+4.1.1.12+2.6.1.1
IPR013746	00280+2.3.3.10
IPR010122	00280+2.3.3.10
IPR000138	00280+4.1.3.4
IPR030020	00280+4.1.3.4
IPR012802	00281+4.2.1.17+1.1.1.35
IPR006108	00281+4.2.1.17+1.1.1.35
IPR023698	00290+1.1.1.85
IPR011826	00290+4.2.1.33
IPR011859	00300+1.17.1.8
IPR010190	00300+1.4.1.16
IPR010174	00300+3.5.1.18
IPR020624	00300+4.3.3.7
IPR012802	00310+4.2.1.17+1.1.1.35
IPR012799	00310+4.2.1.17+1.1.1.35
IPR006108	00310+4.2.1.17+1.1.1.35
IPR001006	00310+1.14.11.4
IPR018848	00310+2.1.1.43
IPR007728	00310+2.1.1.43
IPR025787	00310+2.1.1.43
IPR025783	00310+2.1.1.43
IPR025790	00310+2.1.1.43
IPR015722	00310+2.1.1.43
IPR017111	00310+2.1.1.43
IPR024657	00310+2.1.1.43
IPR025788	00310+2.1.1.43
IPR022459	00310+5.4.3.2
IPR023650	00311+3.5.2.6
IPR000706	00330+1.2.1.38
IPR028971	00330+1.4.1.2
IPR008219	00330+1.5.5.2
IPR000796	00330+2.6.1.1
IPR011529	00330+2.7.2.11
IPR012010	00330+3.5.1.5
IPR002019	00330+3.5.1.5
IPR017755	00330+3.5.1.53
IPR016067	00330+4.1.1.50
IPR001637	00330+6.3.1.2
IPR001692	00340+1.1.1.23
IPR016673	00340+2.1.1.8
IPR023523	00340+4.1.1.22
IPR023636	00340+4.2.1.49
IPR028635	00350+1.1.1.1
IPR002424	00350+1.1.1.1
IPR005861	00350+2.6.1.9
IPR015377	00350+3.7.1.2
IPR005959	00350+3.7.1.2
IPR012689	00350+4.1.2.52
IPR013441	00350+4.1.99.2
IPR000823	00360+1.11.1.7
IPR011881	00360+1.14.13.149
IPR003361	00360+1.2.1.10
IPR023080	00360+1.4.99.1
IPR017629	00360+4.1.3.39
IPR012733	00362+1.14.13.2
IPR011954	00362+1.3.7.8
IPR017602	00362+4.2.1.100
IPR006180	00362+4.2.1.17
IPR012789	00362+5.5.1.2
IPR012800	00364+1.13.11.1
IPR012802	00380+4.2.1.17+1.1.1.35
IPR006180	00380+4.2.1.17+1.1.1.35
IPR020835	00380+1.11.1.6
IPR023206	00380+1.14.14.1
IPR008071	00380+1.14.14.1
IPR008068	00380+1.14.14.1
IPR017764	00380+4.1.1.74
IPR023900	00380+4.2.1.84
IPR005961	00400+1.14.16.1
IPR010210	00400+2.2.1.10
IPR023193	00400+2.5.1.19
IPR028635	00010+1.1.1.1
IPR006424	00010+1.2.1.12
IPR017596	00010+1.2.4.1
IPR017597	00010+1.2.4.1
IPR006256	00010+2.3.1.12
IPR015794	00010+2.7.1.40
IPR013011	00010+2.7.1.69
IPR004702	00010+2.7.1.69
IPR004718	00010+2.7.1.69
IPR018455	00010+2.7.1.69
IPR020811	00010+4.2.1.11
IPR013458	00010+5.1.3.3
IPR015443	00010+5.1.3.3
IPR019490	00010+5.3.1.9
IPR011857	00010+5.3.1.9
IPR001672	00010+5.3.1.9
IPR005852	00010+5.4.2.2
IPR001252	00020+1.1.1.37
IPR004436	00020+1.1.1.42
IPR006231	00020+1.1.5.4
IPR017596	00020+1.2.4.1
IPR017597	00020+1.2.4.1
IPR006258	00020+1.8.1.4
IPR014276	00020+2.3.1.12
IPR005677	00020+4.2.1.2
IPR029784	00020+4.2.1.3
IPR015929	00020+4.2.1.3
IPR013650	00020+6.2.1.5
IPR006114	00030+1.1.1.44
IPR019796	00030+1.1.1.49
IPR027056	00030+1.1.99.3
IPR022999	00030+2.2.1.2
IPR004731	00030+2.2.1.2
IPR015912	00030+2.7.1.11
IPR003353	00030+2.7.1.69
IPR004718	00030+2.7.1.69
IPR008367	00030+3.1.1.17
IPR011289	00030+4.1.2.13
IPR006412	00030+4.1.2.13
IPR000741	00030+4.1.2.13
IPR020868	00030+4.1.2.43
IPR011280	00650+1.3.5.1
IPR014006	00650+1.3.5.1
IPR019455	00650+2.2.1.6
IPR030021	00650+4.1.3.4
IPR016102	00660+6.2.1.5
IPR004621	00670+1.5.1.20
IPR012262	00670+1.5.1.3+2.1.1.45
IPR020630	00670+1.5.1.5+3.5.4.9
IPR011407	00670+1.5.1.6
IPR003669	00670+2.1.1.148
IPR019798	00670+2.1.2.1
IPR001252	00680+1.1.1.37
IPR006236	00680+1.1.1.95
IPR006478	00680+1.2.1.2
IPR009451	00680+1.4.9.1
IPR010426	00680+2.1.1.250
IPR013347	00680+2.1.1.86
IPR005865	00680+2.1.1.86
IPR012147	00680+2.3.1.8
IPR016475	00680+2.3.1.8
IPR020050	00680+2.5.1.77
IPR022278	00680+2.6.1.52
IPR009161	00680+2.7.1.11
IPR022953	00680+2.7.1.11
IPR012734	00680+2.7.1.29
IPR004372	00680+2.7.2.1
IPR002835	00680+2.7.7.68
IPR014186	00680+3.1.2.12
IPR011863	00680+3.1.3.3
IPR006411	00680+4.1.2.13
IPR000741	00680+4.1.2.13
IPR008225	00680+6.3.2.31+6.3.2.34
IPR019943	00680+6.3.2.31+6.3.2.34
IPR006082	00710+2.7.1.19
IPR000422	00740+4.1.99.12
IPR020921	00750+1.1.1.290
IPR004625	00750+2.7.1.35
IPR023685	00750+2.7.1.35
IPR002811	00760+1.4.1.21
IPR026255	00760+1.6.1.2
IPR010943	00760+2.4.2.1
IPR012355	00760+2.7.1.23
IPR017437	00760+2.7.1.23
IPR022925	00760+3.6.1.22
IPR007229	00760+6.3.4.21
IPR013752	00770+1.1.1.169
IPR013332	00770+1.1.1.169
IPR016207	00770+1.1.1.86
IPR004789	00770+2.2.1.6
IPR002582	00770+2.7.8.7
IPR016614	00770+2.7.8.7
IPR024177	00780+2.8.1.6
IPR016452	00780+4.2.1.59
IPR003448	00790+2.8.1.12
IPR026263	00790+3.1.3.1
IPR001474	00790+3.5.4.16
IPR027508	00790+4.1.2.25
IPR024924	00790+4.3.99.3
IPR023868	00790+4.3.99.3
IPR001645	00790+6.3.2.17
IPR014085	00791+3.5.1.54
IPR023921	00830+1.1.1.1
IPR008066	00830+1.14.14.1
IPR018207	00860+1.14.99.3
IPR017094	00860+1.3.1.24
IPR006366	00860+4.99.1.4+1.3.1.76+2.1.1.107
